"","track_name","lyrics"
"62","Lavender Haze","meet me at midnight staring at the ceiling with you oh you don t ever say too much and you don t really read into my melancholia i been under scrutiny yeah oh yeah you handle it beautifully yeah oh yeah all this shit is new to me yeah oh yeah i feel the lavender haze creeping up on me surreal i m damned if i do give a damn what people say no deal the 1950s shit they want from me i just wanna stay in that lavender haze all they keep asking me all they keep asking me is if i m gonna be your bride the only kinda girl they see only kinda girl they see is a one night or a wife i find it dizzying yeah oh yeah they re bringing up my history yeah oh yeah but you weren t even listening yeah oh yeah i feel the lavender haze creepin up on me surreal i m damned if i do give a damn what people say no deal the 1950s shit they want from me i just wanna stay in that lavender haze that lavender haze talk your talk and go viral i just need this love spiral get it off your chest get it off my desk get it off my desk talk your talk and go viral i just need this love spiral get it off your chest get it off my desk i feel i feel the lavender haze creeping up on me surreal i m damned if i do give a damn what people say no deal no deal the 1950s shit they want from me i just wanna stay in that lavender haze get it off your chest get it off my desk that lavender haze i just wanna stay i just wanna stay in that lavender haze"
"63","London Boy","we can go drivin in on my scooter uh you know just round london oh i d i love my hometown as much as motown i love so cal and you know i love springsteen faded blue jeans tennessee whiskey but somethin happened i heard him laughin i saw the dimples first and then i heard the accent they say home is where the heart is but that s not where mine lives you know i love a london boy i enjoy walkin camden market in the afternoon he likes my american smile like a child when our eyes meet darling i fancy you took me back to highgate met all of his best mates so i guess all the rumors are true you know i love a london boy boy i fancy you ooh and now i love high tea stories from uni and the west end you can find me in the pub we are watchin rugby with his school friends show me a gray sky a rainy cab ride babes don t threaten me with a good time they say home is where the heart is but god i love the english you know i love a london boy i enjoy nights in brixton shoreditch in the afternoon he likes my american smile like a child when our eyes meet darling i fancy you took me back to highgate met all of his best mates so i guess all the rumors are true you know i love a london boy boy i fancy you so please show me hackney doesn t have to be louis v up on bond street just wanna be with you wanna be with you stick with me i m your queen like a tennessee stella mc cartney on the heath just wanna be with you wanna be with you wanna be with you oh woah you know i love a london boy i enjoy walkin soho drinkin in the afternoon yeah he likes my american smile like a child when our eyes meet darling i fancy you you took me back to highgate met all of his best mates so i guess all the rumors are true yeah you know i love a london boy oh boy oh i fancy you i fancy you ooh so please show me hackney doesn t have to be louis v up on bond street just wanna be with you ooh i oh i i fancy you oh woah ah ah ooh stick with me i m your queen like a tennessee stella mc cartney on the heath just wanna be with you ooh wanna be with you i fancy you yeah i fancy you ah ah ooh "
"64","Long Live","i said remember this moment in the back of my mind the time we stood with our shaking hands the crowds in stands went wild we were the kings and the queens and they read off our names the night you danced like you knew our lives would never be the same you held your head like a hero on a history book page it was the end of a decade but the start of an age long live the walls we crashed through how the kingdom lights shined just for me and you i was screaming long live all the magic we made and bring on all the pretenders one day we will be remembered i said remember this feeling i pass the pictures around of all the years that we stood there on the sidelines wishing for right now we are the kings and the queens you traded your baseball cap for a crown when they gave us our trophies and we held them up for our town and the cynics were outraged screaming this is absurd cause for a moment a band of thieves in ripped up jeans got to rule the world long live the walls we crashed through how the kingdom lights shined just for me and you i was screaming long live all the magic we made and bring on all the pretenders i m not afraid long live all the mountains we moved i had the time of my life fighting dragons with you i was screaming long live that look on your face and bring on all the pretenders one day we will be remembered hold on to spinning around confetti falls to the ground may these memories break our fall will you take a moment promise me this that you ll stand by me forever but if god forbid fate should step in and force us into a goodbye if you have children some day when they point to the pictures please tell em my name tell em how the crowds went wild tell em how i hope they shine long live the walls we crashed through i had the time of my life with you long long live the walls we crashed through how the kingdom lights shined just for me and you and i was screaming long live all the magic we made and bring on all the pretenders i m not afraid singing long live all the mountains we moved i had the time of my life fighting dragons with you and long long live that look on your face and bring on all the pretenders one day we will be remembered"
"65","Look What You Made Me Do","i don t like your little games don t like your tilted stage the role you made me play of the fool no i don t like you i don t like your perfect crime how you laugh when you lie you said the gun was mine isn t cool no i don t like you oh but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time i ve got a list of names and yours is in red underlined i check it once then i check it twice oh ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do i don t like your kingdom keys they once belonged to me you asked me for a place to sleep locked me out and threw a feast what the world moves on another day another drama drama but not for me not for me all i think about is karma and then the world moves on but one thing s for sure maybe i got mine but you ll all get yours but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time i ve got a list of names and yours is in red underlined i check it once then i check it twice oh ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do i don t trust nobody and nobody trusts me i ll be the actress starring in your bad dreams i don t trust nobody and nobody trusts me i ll be the actress starring in your bad dreams i don t trust nobody and nobody trusts me i ll be the actress starring in your bad dreams i don t trust nobody and nobody trusts me i ll be the actress starring in your bad dreams ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me i m sorry the old taylor can t come to the phone right now why oh cause she s dead oh ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do"
"66","Lover","we could leave the christmas lights up til january and this is our place we make the rules and there s a dazzling haze a mysterious way about you dear have i known you twenty seconds or twenty years can i go where you go can we always be this close forever and ever ah take me out and take me home you re my my my my lover we could let our friends crash in the living room this is our place we make the call and i m highly suspicious that everyone who sees you wants you i ve loved you three summers now honey but i want em all can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you re my my my my lover ladies and gentlemen will you please stand with every guitar string scar on my hand i take this magnetic force of a man to be my lover my heart s been borrowed and yours has been blue all s well that ends well to end up with you swear to be overdramatic and true to my lover and you ll save all your dirtiest jokes for me and at every table i ll save you a seat lover can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you re my my my my oh you re my my my my darling you re my my my my lover"
"67","Love Story","we were both young when i first saw you i close my eyes and the flashback starts i m standing there on a balcony in summer air see the lights see the party the ball gowns see you make your way through the crowd and say hello little did i know that you were romeo you were throwing pebbles and my daddy said stay away from juliet and i was crying on the staircase begging you please don t go and i said romeo take me somewhere we can be alone i ll be waiting all there s left to do is run you ll be the prince and i ll be the princess it s a love story baby just say yes so i sneak out to the garden to see you we keep quiet cause we re dead if they knew so close your eyes escape this town for a little while oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet but you were everything to me i was begging you please don t go and i said romeo take me somewhere we can be alone i ll be waiting all there s left to do is run you ll be the prince and i ll be the princess it s a love story baby just say yes romeo save me they re trying to tell me how to feel this love is difficult but it s real don t be afraid we ll make it out of this mess it s a love story baby just say yes oh oh i got tired of waiting wondering if you were ever coming around my faith in you was fading when i met you on the outskirts of town and i said romeo save me i ve been feeling so alone i keep waiting for you but you never come is this in my head i don t know what to think he knelt to the ground and pulled out a ring and said marry me juliet you ll never have to be alone i love you and that s all i really know i talked to your dad go pick out a white dress it s a love story baby just say yes oh oh oh oh oh oh cause we were both young when i first saw you"
"68","Love Story (Taylor’s Version)","we were both young when i first saw you i close my eyes and the flashback starts i m standing there on a balcony in summer air see the lights see the party the ball gowns see you make your way through the crowd and say hello little did i know that you were romeo you were throwing pebbles and my daddy said stay away from juliet and i was crying on the staircase begging you please don t go and i said romeo take me somewhere we can be alone i ll be waiting all there s left to do is run you ll be the prince and i ll be the princess it s a love story baby just say yes so i sneak out to the garden to see you we keep quiet cause we re dead if they knew so close your eyes escape this town for a little while oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet but you were everything to me i was begging you please don t go and i said romeo take me somewhere we can be alone i ll be waiting all there s left to do is run you ll be the prince and i ll be the princess it s a love story baby just say yes romeo save me they re trying to tell me how to feel this love is difficult but it s real don t be afraid we ll make it out of this mess it s a love story baby just say yes oh oh and i got tired of waiting wondering if you were ever coming around my faith in you was fading when i met you on the outskirts of town and i said romeo save me i ve been feeling so alone i keep waiting for you but you never come is this in my head i don t know what to think he knelt to the ground and pulled out a ring and said marry me juliet you ll never have to be alone i love you and that s all i really know i talked to your dad go pick out a white dress it s a love story baby just say yes oh oh oh oh oh oh cause we were both young when i first saw you"
"69","Maroon","when the morning came we were cleaning incense off your vinyl shelf cause we lost track of time again laughing with my feet in your lap like you were my closest friend how d we end up on the floor anyway you say your roommate s cheap ass screw top rosé that s how i see you every day now and i chose you the one i was dancing with in new york no shoes looked up at the sky and it was the burgundy on my t shirt when you splashed your wine into me and how the blood rushed into my cheeks so scarlet it was the mark thеy saw on my collarbone the rust that grew bеtween telephones the lips i used to call home so scarlet it was maroon when the silence came we were shaking blind and hazy how the hell did we lose sight of us again sobbing with your head in your hands ain t that the way shit always ends you were standing hollow eyed in the hallway carnations you had thought were roses that s us i feel you no matter what the rubies that i gave up and i lost you the one i was dancing with in new york no shoes looked up at the sky and it was maroon the burgundy on my t shirt when you splashed your wine into me and how the blood rushed into my cheeks so scarlet it was maroon the mark they saw on my collarbone the rust that grew between telephones the lips i used to call home so scarlet it was maroon and i wake with your memory over me that s a real fucking legacy legacy it was maroon and i wake with your memory over me that s a real fucking legacy to leave the burgundy on my t shirt when you splashed your wine into me and how the blood rushed into my cheeks so scarlet it was maroon the mark they saw on my collarbone the rust that grew between telephones the lips i used to call home so scarlet it was maroon it was maroon it was maroon"
"70","Mastermind","once upon a time the planets and the fates and all the stars aligned you and i ended up in the same room at the same time and the touch of a hand lit the fuse of a chain reaction of countermoves to assess the equation of you checkmate i couldn t lose what if i told you none of it was accidental and the first night that you saw me nothing was gonna stop me i laid the groundwork and then just like clockwork the dominoes cascaded in a line what if i told you i m a mastermind and now you re mine it was all by dеsign cause i m a mastermind you see all the wisеst women had to do it this way cause we were born to be the pawn in every lover s game if you fail to plan you plan to fail strategy sets the scene for the tale i m the wind in our free flowing sails and the liquor in our cocktails what if i told you none of it was accidental and the first night that you saw me i knew i wanted your body i laid the groundwork and then just like clockwork the dominoes cascaded in a line what if i told you i m a mastermind and now you re mine it was all my design cause i m a mastermind no one wanted to play with me as a little kid so i ve been scheming like a criminal ever since to make them love me and make it seem effortless this is the first time i ve felt the need to confess and i swear i m only cryptic and machiavellian cause i care so i told you none of it was accidental and the first night that you saw me nothing was gonna stop me i laid the groundwork and then saw a wide smirk on your face you knew the entire time you knew that i m a mastermind and now you re mine yeah all you did was smile cause i m a mastermind"
"71","Mean","you with your words like knives and swords and weapons that you use against me you have knocked me off my feet again got me feeling like i m nothing you with your voice like nails on a chalkboard calling me out when i m wounded you pickin on the weaker man well you can take me down with just one single blow but you don t know what you don t know someday i ll be livin in a big old city and all you re ever gonna be is mean someday i ll be big enough so you can t hit me and all you re ever gonna be is mean why you gotta be so mean you with your switching sides and your wildfire lies and your humiliation you have pointed out my flaws again as if i don t already see them i walk with my head down trying to block you out cause i ll never impress you i just wanna feel okay again i bet you got pushed around somebody made you cold but the cycle ends right now cause you can t lead me down that road and you don t know what you don t know someday i ll be livin in a big old city and all you re ever gonna be is mean someday i ll be big enough so you can t hit me and all you re ever gonna be is mean why you gotta be so mean and i can see you years from now in a bar talking over a football game with that same big loud opinion but nobody s listening washed up and ranting about the same old bitter things drunk and grumblin on about how i can t sing but all you are is mean all you are is mean and a liar and pathetic and alone in life and mean and mean and mean and mean but someday i ll be livin in a big old city and all you re ever gonna be is mean yeah someday i ll be big enough so you can t hit me and all you re ever gonna be is mean why you gotta be so mean someday i ll be livin in a big old city why you gotta be so mean and all you re ever gonna be is mean why you gotta be so mean someday i ll be big enough so you can t hit me why you gotta be so mean and all you re ever gonna be is mean why you gotta be so mean "
"72","Mean - Live/2011","you with your words like knives and swords and weapons that you use against me you have knocked me off my feet again got me feeling like i m nothing you with your voice like nails on a chalkboard calling me out when i m wounded you picking on the weaker man you can take me down with just one single blow but you don t know what you don t know someday i ll be living in a big old city and all you re ever gonna be is mean someday i ll be big enough so you can t hit me and all you re ever gonna be is mean why you gotta be so mean you with your switching sides and your wildfire lies and your humiliation you have pointed out my flaws again as if i don t already see them i walk with my head down trying to block you out cause i ll never impress you i just wanna feel okay again i bet you got pushed around somebody made you cold but the cycle ends right now cause you can t lead me down that road and you don t know what you don t know someday i ll be living in a big old city and all you re ever gonna be is mean someday i ll be big enough so you can t hit me and all you re ever gonna be is mean why you gotta be so mean and i can see you years from now in a bar talking over a football game with that same big loud opinion but nobody s listening washed up and ranting about the same old bitter things drunk and grumbling on about how i can t sing all you are is mean all you are is mean and a liar and pathetic and alone in life and mean and mean and mean and mean but someday i ll be living in a big old city and all you re ever gonna be is mean yeah someday i ll be big enough so you can t hit me and all you re ever gonna be is mean why you gotta be so someday i ll be living in a big old city why you gotta be so and all you re ever gonna be is mean why you gotta be so someday i ll be big enough so you can t hit me why you gotta be so and all you re ever gonna be is mean why you gotta be so mean "
"73","Midnight Rain","rain he wanted it comfortable i wanted that pain he wanted a bride i was making my own name chasing that fame he stayed the same all of me changed like midnight my town was a wasteland full of cages full of fences pageant queens and big pretenders but for some it was paradise my boy was a montage a slow motion love potion jumping off things in the ocean i broke his heart cause he was nice he was sunshine i was midnight rain he wanted it comfortable i wanted that pain he wanted a bride i was making my own name chasing that fame he stayed the same all of me changed like midnight it came like a postcard picture perfect shiny family holiday peppermint candy but for him it s every day so i peered through a window a deep portal time travel all the love we unravel and the life i gave away cause he was sunshine i was midnight rain he wanted it comfortable i wanted that pain he wanted a bride i was making my own name chasing that fame he stayed the same all of me changed like midnight rain he wanted it comfortable i wanted that pain he wanted a bride i was making my own name chasing that fame he stayed the same all of me changed like midnight i guess sometimes we all get just what we wanted just what we wanted and he never thinks of me except for when i m on tv i guess sometimes we all get some kind of haunted some kind of haunted and i never think of him except on midnights like this midnights like this midnights like this "
"74","Mine","oh oh oh oh oh oh oh oh you were in college working part time waitin tables left a small town never looked back i was a flight risk with a fear of falling wonderin why we bother with love if it never lasts i say can you believe it as we re lyin on the couch the moment i could see it yes yes i can see it now do you remember we were sittin there by the water you put your arm around me for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine flash forward and we re takin on the world together and there s a drawer of my things at your place you learn my secrets and you figure out why i m guarded you say we ll never make my parents mistakes but we got bills to pay we got nothing figured out when it was hard to take yes yes this is what i thought about do you remember we were sittin there by the water you put your arm around me for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine do you remember all the city lights on the water you saw me start to believe for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine oh oh oh oh and i remember that fight 2 30am as everything was slipping right out of our hands i ran out crying and you followed me out into the street braced myself for the goodbye cause that s all i ve ever known then you took me by surprise you said i ll never leave you alone you said i remember how we felt sitting by the water and every time i look at you it s like the first time i fell in love with a careless man s careful daughter she is the best thing that s ever been mine hold on make it last hold on never turn back hold on you made a rebel of a careless man s careful daughter make it last hold on you are the best thing that s ever been mine hold on yes yes do you believe it hold on yes yes we re gonna make it now hold on yes yes i can see it yes yes i can see it now"
"75","Miss Americana & The Heartbreak Prince","you know i adore you i m crazier for you than i was at 16 lost in a film scene waving homecoming queens marching band playing i m lost in the lights american glory faded before me now i m feeling hopeless ripped up my prom dress running through rose thorns i saw the scoreboard and ran for my life ah no cameras catch my pageant smile i counted days i counted miles to see you there to see you there it s been a long time coming but it s you and me that s my whole world they whisper in the hallway she s a bad bad girl okay the whole school is rolling fake dice you play stupid games you win stupid prizes it s you and me there s nothing like this miss americana and the heartbreak prince okay we re so sad we paint the town blue voted most likely to run away with you my team is losing battered and bruising i see the high fives between the bad guys leave with my head hung you are the only one who seems to care american stories burning before me i m feeling helpless the damsels are depressed boys will be boys then where are the wise men darling i m scared ah no cameras catch my muffled cries i counted days i counted miles to see you there to see you there and now the storm is coming but it s you and me that s my whole world they whisper in the hallway she s a bad bad girl okay the whole school is rolling fake dice you play stupid games you win stupid prizes it s you and me there s nothing like this miss americana and the heartbreak prince okay we re so sad we paint the town blue voted most likely to run away with you and i don t want you to go i don t really wanna fight cause nobody s gonna win i think you should come home and i don t want you to go i don t really wanna fight cause nobody s gonna win i think you should come home and i don t want you to go i don t really wanna fight cause nobody s gonna win just thought you should know and i ll never let you go cause i know this is a fight that someday we re gonna win it s you and me that s my whole world they whisper in the hallway she s a bad bad girl oh i just thought you should know you should know it s you and me there s nothing like this like this miss americana and the heartbreak prince okay we re so sad we paint the town blue paint it blue voted most likely to run away with you and i don t want you to go i don t really wanna fight cause nobody s gonna win i think you should come home and i ll never let you go cause i know this is a fight that someday we re gonna win just thought you should know it s you and me that s my whole world they whisper in the hallway she s a bad bad girl she s a bad bad girl "
"76","Never Grow Up","your little hand s wrapped around my finger and it s so quiet in the world tonight your little eyelids flutter cause you re dreaming so i tuck you in turn on your favorite nightlight to you everything s funny you got nothing to regret i d give all i have honey if you could stay like that oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple i won t let nobody hurt you won t let no one break your heart and no one will desert you just try to never grow up never grow up you re in the car on the way to the movies and you re mortified your mom s dropping you off at fourteen there s just so much you can t do and you can t wait to move out someday and call your own shots but don t make her drop you off around the block remember that she s getting older too and don t lose the way that you dance around in your pjs getting ready for school oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple no one s ever burned you nothing s ever left you scarred and even though you want to just try to never grow up take pictures in your mind of your childhood room memorize what it sounded like when your dad gets home remember the footsteps remember the words said and all your little brother s favorite songs i just realized everything i have is someday gonna be gone so here i am in my new apartment in a big city they just dropped me off it s so much colder than i thought it would be so i tuck myself in and turn my nightlight on wish i d never grown up i wish i d never grown up oh i don t wanna grow up wish i d never grown up i could still be little oh i don t wanna grow up wish i d never grown up it could still be simple oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple won t let nobody hurt you won t let no one break your heart and even though you want to please try to never grow up oh oh don t you ever grow up oh never grow up just never grow up"
"77","New Romantics","we re all bored we re all so tired of everything we wait for trains that just aren t coming we show off our different scarlet letters trust me mine is better we re so young but we re on the road to ruin we play dumb but we know exactly what we re doing we cry tears of mascara in the bathroom honey life is just a classroom ah ah ah ah ah ah cause baby i could build a castle out of all the bricks they threw at me and every day is like a battle but every night with us is like a dream baby we re the new romantics come on come along with me heartbreak is the national anthem we sing it proudly we are too busy dancing to get knocked off our feet baby we re the new romantics the best people in life are free we re all here the lights and noise are blinding we hang back it s all in the timing it s poker he can t see it in my face but i m about to play my ace ahh we need love but all we want is danger we team up then switch sides like a record changer the rumors are terrible and cruel but honey most of them are true ah ah ah ah ah ah cause baby i could build a castle out of all the bricks they threw at me and every day is like a battle every day is like a battle but every night with us is like a dream baby we re the new romantics come on come along with me heartbreak is the national anthem we sing it proudly we are too busy dancing yeah to get knocked off our feet hey baby we re the new romantics the best people in life are free oh oh oh oh oh oh oh oh oh oh oh oh so come on come along with me oh oh oh oh oh the best people in life are free oh oh oh oh oh please take my hand and please take me dancing and please leave me stranded it s so romantic it s so romantic ah ah ah ah ah ah cause baby i could build a castle oh baby i could build a castle out of all the bricks they threw at me at me and every day is like a battle oh oh oh oh oh but every night with us is like a dream like a dream cause baby i could build a castle castle out of all the bricks they threw at me and every day is like a battle and every day is like a battle but every night with us is like a dream baby we re the new romantics ah ah ah ah ah come on come along with me heartbreak is the national anthem ah ah ah ah ah we sing it proudly we are too busy dancing ah ah ah ah ah to get knocked off our feet baby we re the new romantics ah ah ah ah ah the best people in life are free"
"78","New Year’s Day","there s glitter on the floor after the party girls carrying their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me from the night before but don t read the last page but i stay when you re lost and i m scared and you re turning away i want your midnights but i ll be cleaning up bottles with you on new year s day you squeeze my hand three times in the back of the taxi i can tell that it s gonna be a long road i ll be there if you re the toast of the town babe or if you strike out and you re crawling home don t read the last page but i stay when it s hard or it s wrong or we re making mistakes i want your midnights but i ll be cleaning up bottles with you on new year s day hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you please don t ever become a stranger whose laugh i could recognize anywhere please don t ever become a stranger whose laugh i could recognize anywhere there s glitter on the floor after the party girls carrying their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me forevermore don t read the last page but i stay when it s hard or it s wrong or we re making mistakes i want your midnights but i ll be cleaning up bottles with you on new year s day hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you please don t ever become a stranger to the memories they will hold on to you whose laugh i could recognize anywhere hold on to the memories they will hold on to you please don t ever become a stranger hold on to the memories they will hold on to you whose laugh i could recognize anywhere i will hold on to you "
"79","Ours","elevator buttons and morning air strangers silence makes me want to take the stairs if you were here we d laugh about their vacant stares but right now my time is theirs seems like there s always someone who disapproves they ll judge it like they know about me and you and the verdict comes from those with nothing else to do the jury s out but my choice is you so don t you worry your pretty little mind people throw rocks at things that shine and life makes love look hard the stakes are high the water s rough but this love is ours you never know what people have up their sleeves ghosts from your past gonna jump out at me lurking in the shadows with their lip gloss smiles but i don t care cause right now you re mine and you ll say don t you worry your pretty little mind people throw rocks at things that shine and life makes love look hard the stakes are high the water s rough but this love is ours and it s not theirs to speculate if it s wrong and your hands are tough but they are where mine belong and i ll fight their doubt and give you faith with this song for you cause i love the gap between your teeth and i love the riddles that you speak and any snide remarks from my father about your tattoos will be ignored cause my heart is yours so don t you worry your pretty little mind people throw rocks at things that shine and life makes love look hard don t you worry your pretty little mind people throw rocks at things that shine but they can t take what s ours they can t take what s ours the stakes are high the water s rough but this love is ours"
"80","Our Song","i was ridin shotgun with my hair undone in the front seat of his car he s got a one hand feel on the steering wheel the other on my heart i look around turn the radio down he says baby is something wrong i say nothin i was just thinkin how we don t have a song and he says our song is the slamming screen door sneakin out late tapping on your window when we re on the phone and you talk real slow cause it s late and your mama don t know our song is the way you laugh the first date man i didn t kiss her and i should have and when i got home fore i said amen askin god if he could play it again i was walking up the front porch steps after everything that day had gone all wrong or been trampled on and lost and thrown away got to the hallway well on my way to my lovin bed i almost didn t notice all the roses and the note that said our song is the slamming screen door sneakin out late tapping on your window when we re on the phone and you talk real slow cause it s late and your mama don t know our song is the way you laugh the first date man i didn t kiss her and i should have and when i got home fore i said amen askin god if he could play it again da da da da i ve heard every album listened to the radio waited for somethin to come along that was as good as our song cause our song is the slamming screen door sneakin out late tappin on his window when we re on the phone and he talks real slow cause it s late and his mama don t know our song is the way he laughs the first date man i didn t kiss him and i should have and when i got home fore i said amen askin god if he could play it again play it again oh yeah oh oh yeah i was ridin shotgun with my hair undone in the front seat of his car i grabbed a pen and an old napkin and i wrote down our song"
"81","Out Of The Woods","looking at it now it all seems so simple we were lying on your couch i remember you took a polaroid of us then discovered then discovered the rest of the world was black and white but we were in screaming color and i remember thinking are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods looking at it now last december last december we were built to fall apart then fall back together back together ooh your necklace hanging from my neck the night we couldn t quite forget when we decided we decided to move the furniture so we could dance baby like we stood a chance two paper airplanes flying flying flying and i remember thinking are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet oh are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods remember when you hit the brakes too soon twenty stitches in the hospital room when you started crying baby i did too but when the sun came up i was looking at you remember when we couldn t take the heat i walked out i said i m setting you free but the monsters turned out to be just trees when the sun came up you were looking at me you were looking at me ooh you were looking at me are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods i remember are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good oh i remember are we out of the woods yet are we out of the woods yet yeah yeah are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet say are we are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet yeah are we in the clear yet yeah are we in the clear yet in the clear yet good clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good do you remember are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good"
"82","Paper Rings","the moon is high like your friends were the night that we first met went home and tried to stalk you on the internet now i ve read all of the books beside your bed the wine is cold like the shoulder that i gave you in the street cat and mouse for a month or two or three now i wake up in the night and watch you breathe ayy kiss me once cause you know i had a long night oh kiss me twice cause it s gonna be alright uh three times cause i waited my whole life 1 2 1 2 3 4 i like shiny things but i d marry you with paper rings uh huh that s right darling you re the one i want and i hate accidents except when we went from friends to this uh huh that s right darling you re the one i want in paper rings in picture frames in dirty dreams oh you re the one i want in the winter in the icy outdoor pool when you jumped in first i went in too i m with you even if it makes me blue which takes me back to the color that we painted your brother s wall honey without all the exes fights and flaws we wouldn t be standing here so tall so ayy kiss you once cause i know you had a long night oh kiss you twice cause it s gonna be alright uh three times cause you waited your whole life 1 2 1 2 3 4 ah i like shiny things but i d marry you with paper rings uh huh that s right darling you re the one i want and i hate accidents except when we went from friends to this uh huh that s right darling you re the one i want in paper rings in picture frames in dirty dreams oh you re the one i want i want to drive away with you i want your complications too i want your dreary mondays wrap your arms around me baby boy i want to drive away with you i want your complications too i want your dreary mondays wrap your arms around me baby boy uh huh i like shiny things but i d marry you with paper rings ah ah that s right you re the one i want i hate accidents except when we went from friends to this ah ah darling you re the one i want i like shiny things but i d marry you with paper rings uh huh that s right darling you re the one i want and i hate accidents except when we went from friends to this uh huh that s right darling you re the one i want in paper rings in picture frames in all my dreams you re the one i want in paper rings in picture frames in all my dreams oh you re the one i want you re the one i want one i want you re the one i want one i want"
"83","Paris"," your ex friend s sister met someone at a club and he kissed her turns out it was that guy you hooked up with ages ago some wannabe z lister and all the outfits were terrible 2003 unbearable did you see the photos no i didn t but thanks though i m so in love that i might stop breathing drew a map on your bedroom ceiling no i didn t see the news cause we were somewhere else stumbled down pretend alleyways cheap wine make believe it s champagne i was taken by the view like we were in paris like we were somewhere else like we were in paris oh we were somewhere else privacy sign on the door and on my page and on the whole world romance is not dead if you keep it just yours levitate above all the messes made sit quiet by my side in the shade and not the kind that s thrown i mean the kind under where a tree has grown i m so in love that i might stop breathing drew a map on your bedroom ceiling no i didn t see the news cause we were somewhere else stumbled down pretend alleyways cheap wine make believe it s champagne i was taken by the view like we were in paris oh like we were somewhere else like we were in paris oh we were somewhere else i wanna brainwash you into loving me forever i wanna transport you to somewhere the culture s clever confess my truth in swooping sloping cursive letters let the only flashing lights be the tower at midnight in my mind we drew a map on your bedroom ceiling no i didn t see the news cause we were somewhere else in an alleyway drinking champagne cause we were in paris yes we were somewhere else my love we were in paris yes we were somewhere else"
